Comment,Sentiment
"Next one has to be a yacht/ boat",Neutral
"Wow nice challenge",Positive
"Bed over lamborghini is crazy",Neutral
"this sounds a bit to familiar to another certain sponsor...",Neutral
"It's been hours and I'm still stuck on",Neutral
"IS THAT SADIE FROM RDR???",Neutral
"To shower",Neutral
"u wont believe this but thats me in",Neutral
"AIRACK LET ME IN YOUR VIDEO",Neutral
"Who’s WE????",Neutral
"kollab with messi??",Neutral
"It would be really cool if you made a video about the best water parks in the world. I recommend Siam Park, it's the best.",Neutral
"Super Beast",Positive
"I want this Challenge",Neutral
"We ?",Neutral
"Whatever it is, we owe gratitude",Positive
"airack found",Neutral
"Airrick !!!!!!",Neutral
"brother you video really nice",Positive
"we did it? seriously?",Neutral
"MRBEAST",Positive
"smyw",Neutral
"Do a video when you visit space for first time",Neutral
"Hey mrbeast you have a problem on your Türkish translation you said you will not be eliminated but you said in turkish o odaya girersen elenmiş olacaksın so it means if you join that room you will be eliminated but no problem on turkish subtitles",Neutral
"atleast he made three version of himself",Neutral
"what was that sound???",Neutral
"So I would revive days buried alive or if it's better underwater in a submarine",Neutral
"brooooo",Neutral
""Daddy?""",Neutral
"For the first time I am among the first two million people to watch the video",Neutral
"thought he was gonna quit",Neutral
"I am a big fan of the hazer.",Positive
"yes im living on hard mode :D !!!!!!!!!!!!!!!!!!!!!",Neutral
"who is we?",Neutral
"come on Arriack too obvious",Neutral
"is that airack",Neutral
"Fortnite :D",Neutral
"Imagine goin home to that pillow princess",Neutral
""$YouTuber vs$YouTuber""",Neutral
"what do you mean",Neutral
"nice challenging video",Positive
"what's bro just say",Neutral
"What fuels your passion?",Neutral
"Did he say fortnight",Neutral
"I need ur help",Neutral
"“days? Bro I can barely survive hours in economy class.”",Neutral
"What a crazy thing, you're a millionaire, man.",Positive
"Love this",Positive
"I'm eating feastables for the first time.",Neutral
"what a fantastic video was it",Positive
"Your videos are really amazing. And I am a big fan of yours.",Positive
"mrbeast is the best",Positive
"This is insane days is a lot in such a confined space",Positive
"I am your fan",Positive
"I’ve always wondered how you got your ideas",Neutral
"This is carzy three months in the plan",Positive
"He could use the PJ to take people places for money",Neutral
"Fantastic",Positive
"Love planning",Positive
"Oh happy",Positive
"Can i have a million dollars?",Neutral
"Thanks for million view",Positive
"Thank you for subscriber complete",Positive
"Supper chaileng,",Positive
"Loved seeing you both !",Positive
"Nolan I believe in you!",Positive
"Seeing Nolan happy and in love was the best part of the video.",Positive
"Nolan Is the best assistant",Positive
"Seeing Nolan being happy and not bullied in a video is honestly so heartwarming to see",Positive
"Nolan being an actual heart warming part of the video was amazing.",Positive
"It’s honestly calming to see Mrbeast actually happy",Positive
"The date isn't made of money or people around. Is made with the person who you love",Positive
"Can’t wait for the $ wedding vs $M wedding sequel.",Neutral
"I love how genuine Nolan is",Positive
"Seeing Nolan being genuinely makes me",Positive
"This is the proper way calling the viewers poor",Negative
"Nolan’s laugh with Madison got me on the floor dying",Positive
"Bro is calling us single in the richest way possible.",Neutral
"!!!!OMG so cuteeee!!!!",Positive
"Cant wait for the $ wedding to ,, wedding series",Neutral
"Nolan and Madison Beer wedding when?",Neutral
"Nolan with Maddison is killing me, the awkwardness LOLL",Positive
"Am I the only one who excited to see the $ always",Positive
"Can I just say, the cameraman is the greatest third wheeler I ever seen",Positive
"I can't believe y'all sandbagged Nolan's ""full circle"" joke. That was great.",Positive
"Now it’s time for $ Vs $,, Wedding",Neutral
"nolan seeming to be happy is just beautiful",Positive
"Madison is such a queen! And Nolan did amazing winning that adorable plushie worm <",Positive
"Nolan & Madison was next level",Positive
"I can't wait for the wedding series from $ wedding to $ million wedding",Neutral
"Nolan pulling dates with maddison beer has given me hope",Positive
"We need more Nolan and Maddison",Neutral
"Nolan actually being treated nice for once is amazing to see",Positive
"That nodding got me",Neutral
"Nolan with Maddison, I'm dyinngggg",Positive
"I love seeing Nolan happy. They are perfect",Positive
"Nolan having awkwardness rizz is crazy to see!!",Positive
"Not only me seeing this whole video being single",Neutral
"I LOVE seeing Nolan Happy",Positive
"If Madison and Nolan start dating, I'll believe in love.",Positive
"She is so cute",Positive
"The way Nolan asked Maddison and her saying yes almost made me cry becasue i think its so sweet",Positive
"We need a part two for Madison and Nolan",Neutral
"Tom the Turkey has more self control then Noland",Neutral
"Happy for Nolan",Positive
"""It's a great outfit""... followed up by the creepiest laugh ever. I love you Nolan",Positive
"Madison: Thanks Nolan Nolan: Anytime",Positive
"Nolan's a legend",Positive
"What a beautiful couple",Positive
"i love seeing nolan happy",Positive
"Next: The Wedding $ vs $M",Neutral
"tom the turkey is so majestic",Positive
"You can tell he's legit happy to do this video",Positive
"Just want see Nolan and medison beer in days underground video challenge",Neutral
"Nolan seeming to be happy is just lovely",Positive
"She's so sweet and humble.",Positive
"Nolan just sitting on a beach chair got me laughing on the inside",Positive
"Love seeing NOLAN happy here",Positive
"madison driving and nolan being a passanger prince is killing meeeeee",Positive
"The way Nolan laughed had me rolling on the floor .",Positive
"Nolan’s laugh",Positive
"Tareq and Karl in last was funny",Positive
"I love her she’s so kind and grateful",Positive
"Bro destroy other brands",Neutral
"Roast of Hershey is fantastic",Positive
"Nolan is literally me",Neutral
"WE NEED A PART 2 WITH NOLAN AND MADISON",Neutral
"Disneyland scene was insane",Positive
"Nolan pulling Madison beer is actually giving me some hope",Positive
"Nolan with Maddison beer is crazy",Positive
"""Thaaanks Nolan"" ""Anytime""",Positive
"Nolan has to v Justin Herbert in a QB drill for Madison",Neutral
"Bros gonna have one of the most insane dad lore in the entire world",Positive
"Nolan:- great outfit ehhheehehehhehehe She:- aayyoo",Neutral
"covering the plushies eyes was so cute",Positive
"KISS",Neutral
"Nooolaaan",Neutral
"Its so heart warming to see nolan get more comfortable talking",Positive
"Chandlers Back",Positive
"Oooohh sooooo sweet",Positive
"It’s honestly calming to see him actually happy",Positive
"Nolan out here fumbling the bag.",Negative
"Nolan being happy in a video is a once in a lifetime moment",Positive
"Madison Beer going on a date with Nolan was way too hilarious",Positive
"Madison Beer being with Nolan before gta is crazy",Neutral
"Madison and Nolan are so cute together idk why",Positive
"Nolan is being the pookie and heart warming",Positive
"this video is seriously so cute I just rewatched it again. Love seeing people happy",Positive
"I just love chandlers nonchalant attitude",Positive
"I just realised, I was smiling throughout the video !",Positive
"This the most I've seen me beast smile a lot he truly loves her so much.",Positive
"I absolutely LOVE her accent",Positive
"We need part two of Nolan and Madison in a date",Neutral
"Finally a video where u spend on yrself. U deserved it after all the years of fun videos u make for us congrats to both of you",Positive
"The full circle joke was peak Nolan. Don’t let them bully you. lol",Positive
". Support you",Positive
"To your date. Nolan’s date experience was really funny ./ video of course",Positive
"Mrbeast is a Mythical Legend",Positive
"Dude this entire video had me cheesin ear to ear. Straight up beautiful. I love people and I love love.",Positive
"Every Date was wholesome Nolan's first date was funny at the start",Positive
"You should put her in videos more often she’s soo awesome",Positive
"Nolans masterclass",Positive
"“I’m frickin terrified” “what’d you say?” “I’m exited”",Neutral
"Nolan making an amazing debut",Positive
"What a beautiful couple, they are very cute together",Positive
"This is brilliant",Positive
"Soo cute . . .",Positive
"Madison and Nolan going to Disney land together is actually so sweet.",Positive
"I am so happy that karl and Nolan is in this video. They are so funny",Positive
"It's very cute",Positive
"it's so cute",Positive
"Nolan genuinely being a heartwarming part of the video was incredible.",Positive
"I loved them all",Positive
"Tom was the dinner of the night it is said",Neutral
"love seeing Mbeast happy",Positive
"next vid should be $ vs $, dating advice for nolan.",Neutral
"LOL",Neutral
"Wow! This is truly heart warming. The love they hav is just outta the wrld",Positive
"Nolan gonna heartbroke after realize that it was a just for a video",Negative
"Damn he really loves her, love to see you both!!",Positive
"The Dollar Date is actually $... Who we kidding?",Neutral
"It is so nice to see Nolan happy and not bullied.",Positive
"I love you guys",Positive
"They look so happy together",Positive
"I love how you are spending more time with her rather than making longer video",Positive
"she missed her chance to say every date is priceless with you",Neutral
"I was smiling the whole video so wholesome",Positive
"Bro is calling us poor in languages",Negative
"Nolan and Madison the heartwarming",Positive
"all i can do is smile and watch this",Positive
"You should definitely do more videos with your fiancé!!! It was a nice chill video.",Positive
"Thanks for including us on your magical date night! This was super heart-warming.",Positive
"Nolan's date was the best part",Positive
"Money talks walks flys rides swims races",Neutral
"Beast, when you have your wedding, do a $ vs $,, wedding video",Neutral
"Thanks for taking us on the date!",Positive
"is pretty heartwarming",Positive
"$ wedding vs. $ million dollar wedding",Neutral
"bro is clearly roasting Hershy's",Neutral
"the ahhhhhhhhh is so funny",Positive
"The next video should be $ wedding vs million$ wedding",Neutral
"Nolan has so much aura after than",Positive
"Im so happy for nolan.I hope they stay together.",Positive
"""Its fun winning"" Is just perfect",Positive
"Probably the most heart warming video I’ve seen",Positive
"YESSS. NOLAN DESERVEDDS ITTT SO MUCHHH",Positive
"He had the chance to say ""This might be the dollar date but with you, its priceless""",Neutral
"So nice",Positive
"the aura, holy",Positive
"get nolan here and this will be pure comedy",Positive
"I love seeing those two happy together",Positive
"Next up : $ Vs million $ wedding",Neutral
"From $ straight to $k date? Skipped all of us bro lol",Neutral
"that ankle breaker tho",Positive
"It was really awesome seeing a video featuring Nolan being happy. It was heart warming.",Positive
"Bro Nolan and Madison are so cute! So rooting for them xx.",Positive
"I loved seeing u both together....it heart warming",Positive
"Very happy seeing you two happy",Positive
"I would be really glad if Nolan and Madison will going on a nd date",Neutral
"I can’t believe we got nolan dating madison before gta",Neutral
"havent seen him being so happy in a video ever",Positive
"I also want to challenge",Neutral
"Seeing gordan calm is a very rare sighting that I’ve been blessed with",Positive
"May happiness always be with you Nolan",Positive
"the difference between k and k is crazy",Neutral
"im so proud of nolan",Positive
"First time seeing mrbeast happy uffff",Positive
"Nolan's ideal partner, the turkey hahaha",Neutral
"vs ,, dollar girlfriend next",Neutral
"We need more Nolan and Madison!",Neutral
"it was magical",Positive
"Nolan is going places",Positive
"i think cameramen is invisible",Neutral
"Tareq editing this vid:",Neutral
"So nice seeing them togerther",Positive
"this makes me smile",Positive
"meanwhile there's a pilot in another video during this one",Neutral
"I'm happy for Nolon, now he's happy",Positive
"The last one is a very budget date",Neutral
"This is the power of money",Neutral
"This is awesome",Positive
"Nolan is just me",Neutral
"nice video",Positive
"The best video of them all",Positive
"Tom is the most chilled Turkey I have ever seen",Positive
"he replaced Hersey's with feastables got me rolling",Positive
"Best couple was nolan and tom the Turkey",Neutral
"Favorite video lately. So cute!",Positive
"Only if Hersheys saw this",Neutral
"I was laughing in agony watching Nolan on that date",Positive
"Nolan having a date is straight up unbelievable",Positive
"Singles button",Neutral
"Love see you both! Mrbeast",Positive
"spend more time with your loved ones. happy to see beast happy haha",Positive
"Seeing Nolan happy with her love is actually happy heart warming to see, This video is so amazing",Positive
"the Hershey company after watching the video",Neutral
"Nolan+Madison beer=",Neutral
"seeing tia and best matching energy is so fun",Positive
"Nolan with Maddison beer was very unexpected",Positive
"Ohhh wow",Positive
"was freakinngly incredible",Positive
"Nolan: “HEHEHEHEHEHE ” Madison:",Neutral
"Anyone else love when Nolan is happy",Positive
"Kinda hard to watch ts while being single",Negative
"Nolan finally locked in",Positive
"he is DEFO crackin tonight",Neutral
"karl getting lectured by gordon is peak",Positive
"Not Nolan laughing with Madison",Positive
"To be with the person you love wherever you are",Positive
"the marketing level",Positive
"a very harmonious and adorable couple, this video will become history in your life",Positive
"Nolan trying to squeeze in on the jumbotron love ya Nolan",Positive
"Nolan with the rizz is amazing",Positive
"How did maddison beer pull Nolan",Neutral
"is so cute",Positive
"Put Nolan and Maddison beer on more dates together",Neutral
"Seeing Nolan happy is making me happy",Positive
"Also seeing nolan not getting bullied feels so much better",Positive
"that’s nice",Positive
"The wedding gonna be so fantastic",Positive
"Imagine spending over k for your date then they say no",Neutral
"Bro, we got Nolan and Madison Beer before GTA",Neutral
"Lowkey nolan and Madison actually getting together would be absolute cinema",Positive
"Beauty and the Beast",Neutral
"W Rizz",Positive
"Not her covering the plushie's eyes",Positive
"Honestly bringing the people from past videos was great",Positive
"$ wedding vs. $, wedding",Neutral
"Nolan is really innocent",Positive
"tom the turkey carried the video",Positive
"AN IDOIT SANDWICH",Neutral
"Nolan is effortlessly funny",Positive
"Beautiful couple",Positive
"HOW's the weather button",Neutral
"nooo",Neutral
"Imagine booking a trip to disney, only for them to say ""sorry mrbeast has booked the entire park""",Neutral
"This was honestly really wholesome!",Positive
"Money and influence can do wonders",Neutral
"+ aura",Positive
"So money can buy happiness",Neutral
"NOLAN YOU HAVE TO LOCK IN",Neutral
"I can’t",Neutral
"bro said only",Neutral
"poor tom",Neutral
"its not about how expensive it is but about how u love each other",Positive
"Nolan trying to rizz was crazy",Positive
"This became Nolan interviewing Madison. Petition for Nolan to be an interviewer",Neutral
"was epic",Positive
"Honesty none of us are used to it either",Neutral
"low taper fade",Neutral
"we need another nolan - madison - combo",Neutral
"Enjoy every moment in life",Positive
"$ wedding vs m$ wedding is gonna be crazy",Neutral
"Now this is who i came to see",Positive
"Nolan gave me a heart attack and a stroke at the same time.",Positive
"They are so cute together!",Positive
"That’s cool",Positive
"She so cute couple",Positive
"Mrbeast really is a Gentleman",Positive
"Nolan with Madison carried this video",Positive
"No matter how big or successful you are as a YouTuber the vine boom is a necessity",Positive
"So happy nolan is not gegting bullied anymore :)",Positive
""we're not eating tom""",Neutral
"Coach Wall isn't just a coach he was a legend and inspiration",Positive
"Coach wall is probably one of the nicest people ive seen",Positive
"One of the saddest scenes. Coach Wall was definitely an inspiration",Positive
"Coach wall was genuinely one of the most supportive and kind people I have ever seen",Positive
"This is not a challenge, this is a story that made me cry a lot.",Positive
"I didn't expect coach to be gone. Almost cried he was incredibly nice.",Positive
"one of the saddest videos mrbeast ever and thank you coach wall you are truly a legend",Positive
"The way he refuses to get another trainer is very heart warming.",Positive
"coach wall was probably one of the kindest people lhave ever seen .",Positive
"I’m literally gonna cry coach wall was a legend",Positive
"Coach wall wasn’t just a coach, he was a brother and defining figure in this man’s transformation",Positive
"Coach Wall was a legend and will always be remembered",Positive
"This might be the most motivational video I have ever seen. Coach Wall",Positive
"coach Wall was a big reason why this man’s life was changed, he’s a legend.",Positive
"I couldn't imagine mainly seeing person for almost days, then getting the news that they've passed.",Positive
"I wasn't expecting the video this emotional",Positive
"Your dad and Coach Wall are proud of you, Majd.",Positive
"coach wall isn't just a coach! he's a story!",Positive
"losing your dad and then someone who supported you for days is just heartbreaking",Positive
"Probably the most heart wrenching and beautiful video ive seen in a long time",Positive
"""Coach was side by side with me, and now, he isnt here"" im so sorry for your loss.",Positive
"Coach Wall was genuinely the kindest and most loving person I've ever seen.",Positive
"this is literally the first mrbeast video that made me cry",Positive
"Bro I actually cried there",Positive
"Dude, the coach was nicest person ive ever seen.",Positive
"The coach is so nice I felt sorry for him",Positive
"""I'm doing this for myself, and now it's for coach too"" that hits hard",Positive
"Man the coach was the definition of friend smartness and kindness",Positive
"I cried for the coach he is so nice",Positive
"Majd was the perfect person for this challenge. Full of nice energy, motivated, emotional. What a beautiful soul. Someone you’d wish the very best for.",Positive
"A wall should be unmovable, Coach Wall moved us all",Positive
"Honestly, this is the most touching episode for me because of the struggle and the loss of someone. This episode truly brought me to tears.",Positive
"That made me tear up when he told him coach wall passed",Positive
"Coach Wall is a legend and legends are eternal.",Positive
"The way he refuses to get another trainer, is just so kind",Positive
"Majd we all cried with you for Coach Wall.",Positive
"That coach was so nice R.I.P",Positive
"Mrbeast should make that place a public gym where people can continue to follow the path of Coach Wall",Neutral
"This has to be one of the emotional convicting video I have ever watched",Positive
"When the news about the coach came, I cried as if I had lost a friend too",Positive
"Coach Wall is The Legends",Positive
"Coach wall was probably one of the kindest people I have seen.",Positive
"Dude,the coach was the nicest person I've ever seen..",Positive
"Coach Wall made us all cry in tears",Positive
"Bro honestly the coach thing made me cry",Positive
"This video is so emotional",Positive
"I almost cried. This is in loving memory of coach wall he motivated us all",Positive
"Probably the best, most genuine and inspiring video you've made yet",Positive
"He wasn't just a coach, he was the best thing in the episode and he made me cry.",Positive
"Losing the coach almost made me cry, but seeing him finish made me happier",Positive
"This story made us cry",Positive
"""we will do it together""-coach tyer wall ~rest in peace~",Positive
"I cannot believe how incredibly inspiring this video is... was not expecting that.",Positive
"Bro when I heard that coach passed I was just stunned. The ending is so happy and sad at the same time",Positive
"Coach Wall will always be with us",Positive
"he is not a coach, but a legend",Positive
"I was not expecting that, Coach Wall was so kind and will be remembered.",Positive
"I was in tears Did not expect that at all. What a beautiful soul he was",Positive
"I understood how much he loved coach Wall the way he teared up",Positive
"This video was sad but awesome at the same time.",Positive
"Here are those who cried for coach, you are the best",Positive
"THIS VIDEO REALLY MADE ME CRY . LOVE YOU COACH WALL",Positive
"This actually made me cry",Positive
"this must be the most emotional and motivational video I have seen",Positive
"Coah Wall is one of the best ppl to have in your life, what a legend",Positive
"Poor coach wall he will always be remembered...",Positive
"That’s very sad I you always have a blessing heart and he was so kind",Positive
"The first ever mrbeast video that made me cry",Positive
"The coach will be in our memories",Positive
"He will be remembered by millions he was the kindest gym trainer we ever sawn",Positive
"Truly shows how these things happens so unexpectedly take care of ur people guys",Positive
"I cried watching this, May Coach Wall stay in peace",Positive
"Coach wall will always be a legend",Positive
"this video is so sad R.I.P coach wall",Positive
"Coach was the best. He was a great person",Positive
"This is by far your most powerful and impactful video. We love you Coach Wall",Positive
"The feeling of Majd when he heard the news of coach Wall",Positive
"Coach wasn’t just a trainer, he was a legend",Positive
"he did it for himself and the coach , true compassion and friendship",Positive
"the doctor wanted to see how much he weighed hahahhahah",Neutral
"Dude, The coach was the nicest person I've ever seen in the world.",Positive
"Coach Wall will always be with you",Positive
"Coach Wall is not just a coach. He is an inspiration.",Positive
"Coach Wall is probably one of the kindest person I've ever seen.",Positive
"this full transformation is insane",Positive
"Dude, that coach was the best person ever",Positive
"This made me cry :(",Positive
"coach wall was the goat",Positive
"This was so heartbreaking, the coach was genuinely a great person he was so motivational this made me tear",Positive
"this is the first time i teared up over a video",Positive
"This made me cry wot a legend",Positive
"I was not expecting that this video will become so emotional",Positive
"The coach was noooo super friendly and enjoyed the process, I cried at that part",Positive
"I wasn’t expecting the video is emotional",Positive
"Coach wall will always be in our heart though he may not be here on earth.",Positive
"Coach was watching over him, cheering him on. He's very proud.",Positive
"We love you, Coach Wall.",Positive
"This was really inspiring",Positive
"Dude the coach was the kindest person I ever seen",Positive
"I cried for the coach",Positive
"I was NOT ready for that",Positive
"Coach WALL is the legend of all time.",Positive
"That one part about Coach Wall was very emotional. I started to cry about it",Positive
"Tomorrow I will start losing weight. Thanks for the inspiration.",Positive
"Coach wall is a literal legend",Positive
"Love you coach so sorry for the loss",Positive
"dude, that coach was the best person ever",Positive
"Poor coach, he supported him, he was a legend",Positive
"We love you Coach, without you this wouldn't have been possible",Positive
"We do together ~ coach wall R.I.P",Positive
"This genuinely made me cry bro",Positive
"I am very sad for the coach This might be the most motivational video l have ever seen Coach wall",Positive
"i love you mrbeast",Positive
"That coach was the best person ever",Positive
"Coach Wall will truly be remembered as a great coach",Positive
"Coach Wall is one of the people who always motivated you and encouraged you to do your best, he's a legend",Positive
"Majd is such a vibe",Positive
"He made me cry too. I’m so sorry for the loss.",Positive
"sorry for the loss of your coach im sure coch would be proud of you",Positive
"shed a tear for coach wall",Positive
"Coach Wall made him and got him to get there and now him we'll be missed",Positive
"i genuinely almost cried to this",Positive
"This is not a challenge it's a story that brought me to tears. Coach wall was a legend.",Positive
"The coach... it was very sad, he was so wholesome",Positive
"i can watch this again and again all time!",Positive
"A Coach wall is not just a coach, he is a legend who inspires people",Positive
"I didn't expect this video to be so emotional... Salute Coach Wall",Positive
"Coach Wall was genuinely the most kind and supportive person i have erver seen",Positive
"its really great, i hope i could have this experience.",Positive
"Wall proved that a coach is none less than a companion a best friend",Positive
"This was so hard to watch, being alone and losing your buddy you truly loved I hope he is getting better",Positive
"The coach was so nice it sad to hear that he sadly passed",Positive
"It hurts to lose someone you ' ve formed a deep bond with",Positive
"Love for Coach best coach",Positive
"Was not expecting that from coach",Positive
"I‘m toooooo sad for the Coach I love you Coach Wall",Positive
"Bro i couldn't believe when I heard this sad news about coach wall, what a genuine soul and will always be remembered ( legend fr)",Positive
"Coach Wall what a legend R.I.P.",Positive
"I still couldn't believe coach Wall is gone. So sad",Positive
"Very sad about the coach he was a brilliant person",Positive
"This is not just entertainment, this is motivation.",Positive
"I love Coach wall. He was just the best. This made me tear up so much.",Positive
"One of the great fitness coaches, knows that the relation matters more than the workout",Positive
"The old man is standing there in shock but smiling.",Neutral
"Hopefully people will see this as a sign to start their own path to greatness",Positive
"Eternal memory to the Coach Wall",Positive
"We can all agree that we shed a tear when we heard the news about Coach Wall",Positive
"The loss is so sad",Positive
"Genuinely cried when i herd the news, the bond u can have with a stranger is insane..",Positive
"Coach Wall was literally a person we all need in life, a person to just be there and support you to what your going through in life",Positive
"Damn, coach wall was such a loving person R.I.P Coach Wall",Positive
"Coach Wall was not a coach he was a legend",Positive
"The best video ever emotional,physical,inspirational, determination,mindset,goals,consistency",Positive
"This is probably the most motivational video ever here, its so sad and wholesome",Positive
"Coach wall was genuinely one of the most kind ang supportive person I've ever known",Positive
"Coach wall was more than a coach he was a hero a inspiration and most of all a friend",Positive
"Coach wall isn't a coach, it's the legend.",Positive
"He was not only a coach but also an inspiration to Majed. A very touching video.",Positive
"Very sorry for the loss of your coach",Positive
"Coach wall is the nicest person i've seen ever!",Positive
"the coach is a legend...",Positive
"Thanks for making me cry",Positive
"It's literally unexpected think that Coach to be gone. It's made me a lot of cry.",Positive
"May Coach Wall's heart always have a place in this world.",Positive
"sorry for the loss",Positive
"We all loved coach wall and it’s sad to not see him anymore :(",Positive
"this video was hard to watch",Positive
"Coach wall… you were the best to ever do it",Positive
"One of the hardest things in life is losing someone you love.",Positive
"This proves the point that all you need to stay happy is one little sign of progress. Great video",Positive
"The coach treated him with such determination and kindness",Positive
"Coach you are the man",Positive
"I think Coach Wall is very proud of him , he was strong and pushed trough",Positive
"Coach wall was genuinely one of the most supportive and kind people l have ever seen",Positive
"It really hurts when the closest person leaves without saying anything... What a traged ...",Positive
"I speak here from Brazil and ask for condolences for the coach",Positive
"Coach Wall was geuniely one of the most supportive and kin people l have ever seen",Positive
"He wasnt doing it for thr money anymore,he was doing for coach wall to be proud",Positive
"Bro, I actually cried when he cried. Coach Wall was a true friend to him.",Positive
"I may not be very big on the platform but I come here to honor Coach Wall",Positive
"Coach Wall - is the most wonderfull person who i've seen",Positive
"Coach Wall will be always in our Memories",Positive
"How important it is to have a coach in life who changes your entire life.",Positive
"Coach wall wasn’t just a trainer he was a legend",Positive
"This was beautiful and inspiring. Thank you.",Positive
"Coach wall is so inspiring and kind",Positive
"I didn't think this video will be very emotional",Positive
"Coach Wall was the Most Caring coach I have ever Seen. He was not just a coach he was a Brother.",Positive
"So beautiful",Positive
"This is definitely the most touching video I have ever seen.",Positive
"Coach Wall will remain a legend in our hearts",Positive
"watching this at AM , and motivating me !! if we all just lock in for one year, and push harder we can get these results !",Positive
"Deepest condolences and congrats dude.",Positive
"Coach wall is the nicest coach and legend",Positive
"love you coach Wall so sorry for the loss",Positive
"Coach wall you will be remembered",Positive
"This might be the most sad yet wholesome videos I've ever watched thank you for changing and incouriging so many people for the better",Positive
"Bro coach is the nicest person i ever seen .",Positive
"Best video nd emotional video but strong video",Positive
"I cried when i watched this R.I.P CTW",Positive
"This is one of the most heartbreaking and motivational videos",Positive
"Coach wall is always in our hearts",Positive
"I cry but I remain respectful",Positive
"He will be there dont worry hes with you still",Neutral
"Coach Wall Really brought back humanity.W Coach Wall",Positive
"This the type of uplifting motivation people need",Positive
"The coach changed life of millions of people with this video truly goated",Positive
"This is not only the saddest but the most inspiring video I’ve watched so far",Positive
"This Brought Me To Tears… may peace be upon the sweet coach:(",Positive
"Coach wall is one of the best coaches ever",Positive
"This is the first time i cried so hard watching mrbeast video",Positive
"The passing of Coach Wall motivated me to start taking care of myself again... so in honor for Coach Wall, I, no, we, must all get fit.",Positive
"COACH WALL MAY U BE IN PARADISE",Positive
"The way a coach rejects another is very touching.",Positive
"No no no how That's is crazy the relationship with them was incredible We love you coach wall",Positive
"It wasn’t just a video, it was a video full of memories",Positive
"This is the best video Beast has ever made",Positive
"Helping people lose weight is the best thing for him",Positive
"Coach R. I. P COACH I LOVE YOU COACH",Positive
"W coach bro, he was the best person that anyone could ever asked for to be their coach",Positive
"This is so touching.",Positive
"""I look at the door and just wished he walk through "".",Positive
"In loving memory of coach wall",Positive
"this video makes me wanna cry love you coach",Positive
"Sorry for ur coach loss",Positive
"He didn't lose hope, he Gained inspiration",Positive
"One of the most influential video I have ever seen I started the same thing here and I lost around .kg /month",Positive
"Coach Wall Lives for Ever, through this video R.I.P.",Positive
"This coach is the best motivator for him, I'm sure he would be happy to see him lose weight.",Positive
"I was literally in tears after hearing the news",Positive
"Coach wall lives on",Positive
"I am sure that coach wall and your dad are so proud of who you are today Majd",Positive
"This video makes me emotional. Coach Wall is the kindest person I have ever seen.",Positive
"WE LOVE YOU COACH",Positive
"Coach wall has been helping him everyday and he was supporting him and helping him lose weight and honesty, and confidence",Positive
"This story really made me cry the coach will always be great",Positive
"I literally cried in this video",Positive
"I think we all cried over the loss of the coach.",Positive
"This video is tearing me apart inside..",Positive
"coach wall will be in our hearts",Positive
"This made me cry.",Positive
"You will always be remembered as the kindest soul touching so many hearts Coach Wall",Positive
"What an extremely emotional video. Amazing...",Positive
"May the Coach have a splendid life in the hereafter",Positive
"Litterally cried with Majd when he found out the news about coach :(. Overall, such an inspiration both coach and Majd as I am currently trying to lose weight and this gives me hope that in consistency there will be progress. :)",Positive
"This was probably the most emotional video after a long time",Positive
"I love this episode",Positive
"Sorry for the loss of Coach Wall/ He was a great person",Positive
"In memory of Coach Wall Thank you for helping Majd.",Positive
"I cried coach wall",Positive
"This is a video that will make grown men cry",Positive
"I came here after seeing it on IG Reels and it's still heartbreaking",Positive
"This so sad",Positive
"Made me shed tears best video you have ever made !!!",Positive
"Coach wall wasn`t Just a coach ,he was.a brother",Positive
"This challenge story made me cry",Positive
"Was anyone about to cry when we got the news about Coach",Positive
"I didn t expect to love this as much as I do",Positive
"dude the coach didn't make him lose hope it made him gain inspartion",Positive
"He was really a great coach. I'm sad for him. I was deeply affected.",Positive
"Lots of love for coach wall",Positive
"Genuinely the most heartwarming and motivational video I have ever watched on this platform",Positive
"I genuinely thought a yt video will ever make me emotional",Positive
"Coach wall was THE best coach u can ask for.",Positive
"In honor of coach wall we all should get fit",Positive
"Here are those of us who cry for coach",Positive
"The Coach Wall part made me start tearing. and im not even kidding when I say that....",Positive
"This is a story",Neutral
"Who else cried watching this video",Positive
"The most emotional video I have ever seen.",Positive
"Coach Wall will always be a legend.",Positive
"Coach wall is the best coach in K",Positive
"Coach Wall was a Legend, inspirational, and Motivating person. you will always be remembered.",Positive
"This is one of the most emotional vids to mankind",Positive
"Coach Wall a legend",Positive
"Just watching to support Coach Wall",Positive
"If I was him I would quit the challenge on the spot. he was truly a legend",Positive
"Coach Wall, the best person. Sorry for you’re guy’s lost",Positive
"oh its had been months? this video motivated me diet down KG = lbs now!",Positive
"He tried very hard, but most of all he felt emotional pain and sadness for the coach",Positive
"Coach Wall is legend for all our heart",Positive
"The coach would be proud of him.",Positive
"Dude most likely gained a DECADE of extra life, or more. Wild.",Positive
"I’m so sorry for your loss",Positive
"To the extent I cried a lot in this video, I wish you success",Positive
"The best transformation I've ever seen.",Positive
"I love this video This is soooooo impressive Congratulate Majd and thank you so much Wall",Positive
"We love u coach I cried so hard",Positive
"As a person whos teying to lose weight I am now encouraged and enlightened to see him lose pounds in a month And lbs in months...",Positive
"right when they just became the bestest friends.. thats sad..",Positive
"Who missed the coach",Positive
"This is not just a video this is a message",Positive
